"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"NSD3",0,0.418970541799614,0.998,0.993,0,"non-SPN","NSD3"
"RAD21",0,0.418228132491453,0.724,0.473,0,"non-SPN","RAD21"
"STRN3",0,0.416925131611974,0.986,0.939,0,"non-SPN","STRN3"
"CLHC1",0,0.41683550667691,0.496,0.226,0,"non-SPN","CLHC1"
"TSC22D2",0,0.416612902560816,0.854,0.654,0,"non-SPN","TSC22D2"
"AC099792.1",0,0.416400208068312,0.163,0,0,"non-SPN","AC099792.1"
"AUH",0,0.414795861072599,0.959,0.867,0,"non-SPN","AUH"
"SPAG9",0,0.41472371467254,0.986,0.948,0,"non-SPN","SPAG9"
"SLC25A13",0,0.413917456278584,0.779,0.55,0,"non-SPN","SLC25A13"
"AGPAT4",0,0.413726877514536,0.889,0.748,0,"non-SPN","AGPAT4"
"MEF2A",0,0.413530566706315,0.994,0.976,0,"non-SPN","MEF2A"
"CEP63",0,0.412897466346212,0.653,0.408,0,"non-SPN","CEP63"
"ARFGEF2",0,0.412735995826952,0.917,0.812,0,"non-SPN","ARFGEF2"
"CCBE1",0,0.412576387941193,0.148,0.016,0,"non-SPN","CCBE1"
"PLOD2",0,0.411321704979245,0.324,0.001,0,"non-SPN","PLOD2"
"MAP3K9",0,0.411293121211839,0.709,0.449,0,"non-SPN","MAP3K9"
"MAP1LC3B",0,0.410918803348327,0.503,0.219,0,"non-SPN","MAP1LC3B"
"DDHD1",0,0.410911578034316,0.95,0.835,0,"non-SPN","DDHD1"
"PCCA",0,0.410341690948138,0.985,0.963,0,"non-SPN","PCCA"
"WSB1",0,0.409478774396335,0.986,0.931,0,"non-SPN","WSB1"
"TMBIM6",0,0.4094767094085,0.607,0.388,0,"non-SPN","TMBIM6"
"AL450338.2",0,0.409003702096863,0.336,0.027,0,"non-SPN","AL450338.2"
"SNCB",0,0.408685572226603,0.42,0.092,0,"non-SPN","SNCB"
"PTPRA",0,0.408226680598393,0.986,0.948,0,"non-SPN","PTPRA"
"ARHGEF12",0,0.407874592734315,0.991,0.969,0,"non-SPN","ARHGEF12"
"AC009264.1",0,0.407872337647563,0.296,0.015,0,"non-SPN","AC009264.1"
"INPP5F",0,0.407082265458589,0.955,0.857,0,"non-SPN","INPP5F"
"USP11",0,0.406527138280599,0.806,0.624,0,"non-SPN","USP11"
"MAP3K4",0,0.406372894388419,0.887,0.715,0,"non-SPN","MAP3K4"
"GFPT1",0,0.406338566910986,0.787,0.564,0,"non-SPN","GFPT1"
"PRPSAP1",0,0.405282796511455,0.653,0.423,0,"non-SPN","PRPSAP1"
"PCBP4",0,0.40442406026757,0.427,0.029,0,"non-SPN","PCBP4"
"LINC00884",0,0.40288850396193,0.392,0.051,0,"non-SPN","LINC00884"
"NFASC",0,0.402701774273921,0.986,0.933,0,"non-SPN","NFASC"
"MARCH3",0,0.402426235064976,0.271,0.061,0,"non-SPN","MARCH3"
"SNX14",0,0.402313944377949,0.984,0.933,0,"non-SPN","SNX14"
"PACSIN2",0,0.402256613534416,0.531,0.269,0,"non-SPN","PACSIN2"
"AL391807.1",0,0.401868750618618,0.608,0.387,0,"non-SPN","AL391807.1"
"AL136114.1",0,0.400950054944043,0.22,0.039,0,"non-SPN","AL136114.1"
"PPP4R1",0,0.399380275165889,0.621,0.364,0,"non-SPN","PPP4R1"
"SNHG14",0,0.399332780911244,0.999,1,0,"non-SPN","SNHG14"
"SRPK2",0,0.3986033464638,0.998,0.995,0,"non-SPN","SRPK2"
"NFE2L2",0,0.397932971540524,0.48,0.162,0,"non-SPN","NFE2L2"
"CSNK1E",0,0.396909688773864,0.732,0.521,0,"non-SPN","CSNK1E"
"MAPK8",0,0.396635085120314,0.992,0.966,0,"non-SPN","MAPK8"
"CHML",0,0.395978085110895,0.32,0.089,0,"non-SPN","CHML"
"SMAP1",0,0.395876152249938,0.955,0.881,0,"non-SPN","SMAP1"
"RPL18",0,0.395641838744459,0.437,0.203,0,"non-SPN","RPL18"
"DMXL1",0,0.39480668102451,0.99,0.955,0,"non-SPN","DMXL1"
"ANO5",0,0.394481025719392,0.959,0.863,0,"non-SPN","ANO5"
"APLP2",0,0.393062067195116,0.967,0.879,0,"non-SPN","APLP2"
"RBPJ",0,0.392935908097427,0.922,0.787,0,"non-SPN","RBPJ"
"GIGYF2",0,0.391200215146184,0.989,0.949,0,"non-SPN","GIGYF2"
"RNF144B",0,0.390969408897763,0.254,0.002,0,"non-SPN","RNF144B"
"AL024495.1",0,0.390608948394993,0.263,0.015,0,"non-SPN","AL024495.1"
"DZIP1",0,0.390253509861841,0.957,0.882,0,"non-SPN","DZIP1"
"KCNC1",0,0.389347093909279,0.712,0.492,0,"non-SPN","KCNC1"
"LURAP1L",0,0.389292732696549,0.365,0.026,0,"non-SPN","LURAP1L"
"HAPLN1",0,0.38701115396647,0.26,0.001,0,"non-SPN","HAPLN1"
"CPB2-AS1",0,0.386675660251571,0.418,0.148,0,"non-SPN","CPB2-AS1"
"APPL1",0,0.386626091422722,0.684,0.436,0,"non-SPN","APPL1"
"MON2",0,0.385782551354025,0.995,0.982,0,"non-SPN","MON2"
"CDS2",0,0.385268737311589,0.787,0.562,0,"non-SPN","CDS2"
"PTBP2",0,0.385254591702952,0.981,0.945,0,"non-SPN","PTBP2"
"GSK3B",0,0.385162105215852,0.998,0.994,0,"non-SPN","GSK3B"
"PMS1",0,0.385130726564768,0.867,0.709,0,"non-SPN","PMS1"
"FRMD3",0,0.384116067675293,0.343,0.095,0,"non-SPN","FRMD3"
"L3MBTL1",0,0.383229107447817,0.656,0.424,0,"non-SPN","L3MBTL1"
"LY6H",0,0.381196795253351,0.434,0.161,0,"non-SPN","LY6H"
"SHC2",0,0.381107173526353,0.405,0.02,0,"non-SPN","SHC2"
"MAPK9",0,0.380543552783583,0.832,0.643,0,"non-SPN","MAPK9"
"USP34",0,0.379593743934632,0.999,0.999,0,"non-SPN","USP34"
"TNRC6B",0,0.378703277046715,1,1,0,"non-SPN","TNRC6B"
"GPR83",0,0.378291438591765,0.352,0.012,0,"non-SPN","GPR83"
"KIF1A",0,0.378099508012893,0.838,0.66,0,"non-SPN","KIF1A"
"SCAMP5",0,0.378006885843827,0.829,0.638,0,"non-SPN","SCAMP5"
"TRIM37",0,0.377946116555707,0.952,0.856,0,"non-SPN","TRIM37"
"SENP6",0,0.375954253154325,0.995,0.986,0,"non-SPN","SENP6"
"SCARB2",0,0.375789256395827,0.614,0.389,0,"non-SPN","SCARB2"
"MINAR1",0,0.375595928361091,0.364,0.019,0,"non-SPN","MINAR1"
"HNRNPA2B1",0,0.374720505838236,0.986,0.948,0,"non-SPN","HNRNPA2B1"
"TOM1L2",0,0.374532002121182,0.918,0.793,0,"non-SPN","TOM1L2"
"ATP6V1B2",0,0.374490506472332,0.763,0.576,0,"non-SPN","ATP6V1B2"
"USP22",0,0.374355583041886,0.89,0.743,0,"non-SPN","USP22"
"OLFM1",0,0.3739490601708,0.39,0.138,0,"non-SPN","OLFM1"
"OSBPL9",0,0.373300336431549,0.969,0.919,0,"non-SPN","OSBPL9"
"MORF4L1",0,0.371294084145251,0.834,0.67,0,"non-SPN","MORF4L1"
"TTLL7",0,0.371046924871017,0.998,0.981,0,"non-SPN","TTLL7"
"HDAC5",0,0.368778387061055,0.455,0.149,0,"non-SPN","HDAC5"
"HCRTR2",0,0.368278231318753,0.213,0.025,0,"non-SPN","HCRTR2"
"COL28A1",0,0.367990238130308,0.366,0.083,0,"non-SPN","COL28A1"
"DNM3",0,0.36737980869854,0.999,0.999,0,"non-SPN","DNM3"
"ZBTB7C",0,0.366818840510059,0.277,0.089,0,"non-SPN","ZBTB7C"
"ZNF652",0,0.36601939127912,0.863,0.688,0,"non-SPN","ZNF652"
"TRIM67",0,0.365588939326436,0.357,0.013,0,"non-SPN","TRIM67"
"RNF38",0,0.36549018480812,0.921,0.807,0,"non-SPN","RNF38"
"ANTXR2",0,0.365078820253971,0.19,0,0,"non-SPN","ANTXR2"
"RAPH1",0,0.364232713766431,0.885,0.725,0,"non-SPN","RAPH1"
"BACE2",0,0.363516291902346,0.303,0.008,0,"non-SPN","BACE2"
"CLCN3",0,0.363495673331998,0.965,0.892,0,"non-SPN","CLCN3"
"KAT6A",0,0.361772285100595,0.914,0.782,0,"non-SPN","KAT6A"
"AC114971.1",0,0.361127033597113,0.229,0.011,0,"non-SPN","AC114971.1"
"TRPC4AP",0,0.360710029813401,0.833,0.641,0,"non-SPN","TRPC4AP"
"LNPEP",0,0.360563289858508,0.869,0.721,0,"non-SPN","LNPEP"
"ADAM19",0,0.36017526599425,0.398,0.056,0,"non-SPN","ADAM19"
"SLC26A4",0,0.359921152866928,0.307,0.071,0,"non-SPN","SLC26A4"
"MFSD6",0,0.359738128773534,0.711,0.473,0,"non-SPN","MFSD6"
"FRMPD3",0,0.356018093266035,0.354,0.032,0,"non-SPN","FRMPD3"
"KAZN-AS1",0,0.355937936550361,0.419,0.195,0,"non-SPN","KAZN-AS1"
"CXXC4",0,0.355908879338361,0.456,0.221,0,"non-SPN","CXXC4"
"GRIN2D",0,0.354660670358829,0.347,0.037,0,"non-SPN","GRIN2D"
"PARVA",0,0.35428171624568,0.387,0.133,0,"non-SPN","PARVA"
"USP9X",0,0.353348168641798,0.955,0.86,0,"non-SPN","USP9X"
"HTRA1",0,0.352106120133687,0.317,0,0,"non-SPN","HTRA1"
"SCML1",0,0.351921188684392,0.396,0.129,0,"non-SPN","SCML1"
"ADCYAP1R1",0,0.35156195882543,0.407,0.092,0,"non-SPN","ADCYAP1R1"
"MAP2",0,0.3515106382716,1,1,0,"non-SPN","MAP2"
"SPEN",0,0.351316231496497,0.849,0.665,0,"non-SPN","SPEN"
"TMEM200C",0,0.351109961372619,0.322,0,0,"non-SPN","TMEM200C"
"CD55",0,0.350328343886108,0.383,0.068,0,"non-SPN","CD55"
"AC092640.1",0,0.350305035247121,0.186,0.013,0,"non-SPN","AC092640.1"
"ARX",0,0.349388553627548,0.363,0.042,0,"non-SPN","ARX"
"EXOC1",0,0.349345217635007,0.851,0.696,0,"non-SPN","EXOC1"
"AL139393.1",0,0.349230172023519,0.343,0.026,0,"non-SPN","AL139393.1"
"CALCOCO2",0,0.34867279110914,0.392,0.038,0,"non-SPN","CALCOCO2"
"CUL3",0,0.348629337843573,0.946,0.862,0,"non-SPN","CUL3"
"RND3",0,0.348192250715052,0.307,0.023,0,"non-SPN","RND3"
"PCYOX1",0,0.34794361301184,0.439,0.172,0,"non-SPN","PCYOX1"
"CCDC136",0,0.347759841181839,0.457,0.174,0,"non-SPN","CCDC136"
"HSD17B4",0,0.346467887125857,0.915,0.802,0,"non-SPN","HSD17B4"
"RASSF8",0,0.345941440861628,0.345,0.1,0,"non-SPN","RASSF8"
"YPEL3",0,0.345817053302252,0.451,0.214,0,"non-SPN","YPEL3"
"UBA6",0,0.343567054159099,0.89,0.772,0,"non-SPN","UBA6"
"DENND5A",0,0.341830413978243,0.867,0.718,0,"non-SPN","DENND5A"
"AC092652.2",0,0.341769874444064,0.216,0.002,0,"non-SPN","AC092652.2"
"UBE2QL1",0,0.340184704496901,0.401,0.099,0,"non-SPN","UBE2QL1"
"AC008571.2",0,0.338225065115674,0.245,0.015,0,"non-SPN","AC008571.2"
"C1orf61",0,0.335613182395563,0.417,0.09,0,"non-SPN","C1orf61"
"UBB",0,0.332890998518698,0.35,0.064,0,"non-SPN","UBB"
"PCDH19",0,0.332848011711007,0.256,0.036,0,"non-SPN","PCDH19"
"ADRA1B",0,0.332329396414682,0.253,0.012,0,"non-SPN","ADRA1B"
"KSR1",0,0.331415940288084,0.43,0.135,0,"non-SPN","KSR1"
"RAI2",0,0.331082067691428,0.39,0.123,0,"non-SPN","RAI2"
"MARCKSL1",0,0.328485801899496,0.321,0,0,"non-SPN","MARCKSL1"
"ADAMTS9",0,0.328321646063553,0.165,0,0,"non-SPN","ADAMTS9"
"UBE2Q2",0,0.327862599737594,0.389,0.096,0,"non-SPN","UBE2Q2"
"CD36",0,0.326479459738031,0.102,0.013,0,"non-SPN","CD36"
"PRTG",0,0.325027833032293,0.221,0.002,0,"non-SPN","PRTG"
"NTN1",0,0.324974726421095,0.167,0.034,0,"non-SPN","NTN1"
"SYT13",0,0.324076745564642,0.397,0.113,0,"non-SPN","SYT13"
"GABRA3",0,0.323476894787286,0.355,0.104,0,"non-SPN","GABRA3"
"TUBB2A",0,0.322444994467406,0.367,0.139,0,"non-SPN","TUBB2A"
"LINC02008",0,0.322224792622081,0.14,0.008,0,"non-SPN","LINC02008"
"CYGB",0,0.320918505606834,0.283,0.021,0,"non-SPN","CYGB"
"SHANK1",0,0.320007970887876,0.369,0.039,0,"non-SPN","SHANK1"
"SLC43A2",0,0.319195462610405,0.425,0.152,0,"non-SPN","SLC43A2"
"KLB",0,0.319109296161705,0.196,0.013,0,"non-SPN","KLB"
"PLS1",0,0.318647306658781,0.345,0.095,0,"non-SPN","PLS1"
"GCNT2",0,0.317551774352349,0.282,0.009,0,"non-SPN","GCNT2"
"ATP1B2",0,0.316537911086625,0.322,0.003,0,"non-SPN","ATP1B2"
"DNAJB2",0,0.316137807160585,0.44,0.194,0,"non-SPN","DNAJB2"
"SULF2",0,0.315479800675062,0.334,0.122,0,"non-SPN","SULF2"
"SHROOM3",0,0.313485024283817,0.235,0.062,0,"non-SPN","SHROOM3"
"HIP1",0,0.313233434615823,0.387,0.167,0,"non-SPN","HIP1"
"AC090825.1",0,0.312652998334967,0.249,0.053,0,"non-SPN","AC090825.1"
"ADGRA3",0,0.311689021777205,0.372,0.148,0,"non-SPN","ADGRA3"
"COTL1",0,0.310963734281974,0.309,0.008,0,"non-SPN","COTL1"
"SVEP1",0,0.31044754027123,0.167,0.001,0,"non-SPN","SVEP1"
"FTX",0,0.309800254593007,1,1,0,"non-SPN","FTX"
"HSD17B12",0,0.308284742487146,0.371,0.11,0,"non-SPN","HSD17B12"
"HMCN2",0,0.308042739230938,0.268,0.013,0,"non-SPN","HMCN2"
"LYPD6B",0,0.30635222931108,0.189,0.007,0,"non-SPN","LYPD6B"
"OBSL1",0,0.305300993342623,0.429,0.189,0,"non-SPN","OBSL1"
"ADAMTS10",0,0.305118416061702,0.342,0.038,0,"non-SPN","ADAMTS10"
"DUSP10",0,0.303901039610502,0.251,0,0,"non-SPN","DUSP10"
"LAPTM4B",0,0.303468848888273,0.353,0.077,0,"non-SPN","LAPTM4B"
"AC093843.1",0,0.301207924574436,0.22,0.017,0,"non-SPN","AC093843.1"
"NBL1",0,0.299844540653184,0.37,0.117,0,"non-SPN","NBL1"
"ENPP1",0,0.29973162018711,0.258,0.003,0,"non-SPN","ENPP1"
"NPR3",0,0.299613289158408,0.196,0.006,0,"non-SPN","NPR3"
"RASA3",0,0.299177200305565,0.319,0.005,0,"non-SPN","RASA3"
"SPARCL1",0,0.29887683103878,0.173,0.002,0,"non-SPN","SPARCL1"
"AL391117.1",0,0.298065114230348,0.16,0.017,0,"non-SPN","AL391117.1"
"GLDC",0,0.297413438712441,0.288,0.017,0,"non-SPN","GLDC"
"IRF2BP2",0,0.297305035590191,0.378,0.119,0,"non-SPN","IRF2BP2"
"NAP1L5",0,0.295458621745913,0.347,0.084,0,"non-SPN","NAP1L5"
"FERMT2",0,0.295247016921104,0.318,0.013,0,"non-SPN","FERMT2"
"CBLN1",0,0.294856553431186,0.199,0.001,0,"non-SPN","CBLN1"
"MGST2",0,0.294406400491315,0.349,0.092,0,"non-SPN","MGST2"
"CHGA",0,0.293885378948018,0.34,0.061,0,"non-SPN","CHGA"
"LINC01619",0,0.292835061651424,0.25,0.071,0,"non-SPN","LINC01619"
"PLEKHG1",0,0.292442636128851,0.128,0.001,0,"non-SPN","PLEKHG1"
"LAMA3",0,0.291777830072329,0.14,0.018,0,"non-SPN","LAMA3"
"CAMK2N2",0,0.291579128102175,0.318,0.026,0,"non-SPN","CAMK2N2"
"FABP5",0,0.290058994152384,0.266,0.065,0,"non-SPN","FABP5"
"ZNF730",0,0.289945203637632,0.26,0.003,0,"non-SPN","ZNF730"
"HPCAL1",0,0.286656368623506,0.254,0.013,0,"non-SPN","HPCAL1"
"KANK4",0,0.284473007764833,0.271,0.039,0,"non-SPN","KANK4"
"ST8SIA2",0,0.284201884649679,0.22,0.014,0,"non-SPN","ST8SIA2"
"SEC24D",0,0.283208835734684,0.279,0.042,0,"non-SPN","SEC24D"
"AL096799.1",0,0.280830280954858,0.124,0.008,0,"non-SPN","AL096799.1"
"RGS22",0,0.279032932243701,0.187,0.009,0,"non-SPN","RGS22"
"B2M",0,0.27740264783492,0.308,0.064,0,"non-SPN","B2M"
"SDK2",0,0.274688253941076,0.228,0.042,0,"non-SPN","SDK2"
"GLYATL2",0,0.274234523299763,0.258,0.023,0,"non-SPN","GLYATL2"
"AC132153.1",0,0.273644920714537,0.212,0.036,0,"non-SPN","AC132153.1"
"DLX1",0,0.273476386777959,0.232,0.003,0,"non-SPN","DLX1"
"SLC7A1",0,0.271826165072594,0.371,0.126,0,"non-SPN","SLC7A1"
"PRKACA",0,0.269161268358587,0.403,0.165,0,"non-SPN","PRKACA"
"SEPTIN4",0,0.269111539691212,0.312,0.002,0,"non-SPN","SEPTIN4"
"FBLN7",0,0.268596647831176,0.285,0.059,0,"non-SPN","FBLN7"
"CALCB",0,0.266800247216229,0.223,0.03,0,"non-SPN","CALCB"
"SKA2",0,0.266394224760837,0.352,0.119,0,"non-SPN","SKA2"
"LINC02240",0,0.265910859838757,0.166,0.025,0,"non-SPN","LINC02240"
"EMID1",0,0.265158975636963,0.254,0.003,0,"non-SPN","EMID1"
"CACNA1G",0,0.265102221943464,0.29,0.017,0,"non-SPN","CACNA1G"
"CA8",0,0.264954405038502,0.225,0.006,0,"non-SPN","CA8"
"PDE11A",0,0.264470195187987,0.231,0.013,0,"non-SPN","PDE11A"
"TIPARP",0,0.264383876981039,0.294,0.056,0,"non-SPN","TIPARP"
"RAB37",0,0.263459201478823,0.261,0.019,0,"non-SPN","RAB37"
"CNN3",0,0.263102775277542,0.3,0.005,0,"non-SPN","CNN3"
"SMYD2",0,0.262644932590312,0.348,0.106,0,"non-SPN","SMYD2"
"MOXD1",0,0.262086659154346,0.122,0.001,0,"non-SPN","MOXD1"
"HSPA8",0,0.260951128557038,0.302,0.07,0,"non-SPN","HSPA8"
"SEPTIN9",0,0.26065505979841,0.285,0.02,0,"non-SPN","SEPTIN9"
"AC079921.1",0,0.257555055811383,0.291,0.083,0,"non-SPN","AC079921.1"
"KCNS3",0,0.255755663221621,0.187,0.005,0,"non-SPN","KCNS3"
"LGI2",0,0.2551975858539,0.259,0.001,0,"non-SPN","LGI2"
"PRDX2",0,0.254539849904488,0.326,0.122,0,"non-SPN","PRDX2"
"NWD2",0,0.254076652464374,0.117,0.002,0,"non-SPN","NWD2"
"CYYR1",0,0.252036291629407,0.215,0.047,0,"non-SPN","CYYR1"
"CIRBP",6.38277013351637e-308,0.369183248809784,0.726,0.501,2.08429358709977e-303,"non-SPN","CIRBP"
"VPS8",8.66277730504531e-308,0.386921323424048,0.969,0.908,2.82882992896255e-303,"non-SPN","VPS8"
"AC002460.2",2.28366561477523e-306,0.664556026980567,0.812,0.624,7.45731006504852e-302,"non-SPN","AC002460.2"
"CHD6",3.43937671712601e-306,0.368557519511492,0.987,0.959,1.1231284669775e-301,"non-SPN","CHD6"
"PLPP1",3.68300848627456e-306,0.357058378799675,0.866,0.727,1.20268642119296e-301,"non-SPN","PLPP1"
"SNX10",4.74730804201143e-305,0.368122920977018,0.752,0.562,1.55023344111883e-300,"non-SPN","SNX10"
"H3F3B",1.01293993589194e-304,0.431788644744481,0.424,0.203,3.30775536065512e-300,"non-SPN","H3F3B"
"TPM1",1.05722951645278e-304,0.494006766978731,0.854,0.728,3.45238298597656e-300,"non-SPN","TPM1"
"ABCD2",6.58125914018394e-304,0.379764742421047,0.444,0.214,2.14911017222707e-299,"non-SPN","ABCD2"
"TIAM2",1.42364165364007e-303,0.405898242930049,0.986,0.956,4.64890181996166e-299,"non-SPN","TIAM2"
"SRGAP2C",1.62740782396614e-303,0.371738062602758,0.663,0.441,5.31430024916143e-299,"non-SPN","SRGAP2C"
"NXN",3.63460135086186e-303,0.306640253450938,0.3,0.107,1.18687907112394e-298,"non-SPN","NXN"
"VPS13D",6.46651089552282e-303,0.469996347692192,0.984,0.966,2.11163913293298e-298,"non-SPN","VPS13D"
"YTHDC2",9.88453774253264e-303,0.363382045915762,0.988,0.957,3.22779579982403e-298,"non-SPN","YTHDC2"
"APPL2",2.94982950218726e-302,0.350006470373278,0.721,0.514,9.6326682393925e-298,"non-SPN","APPL2"
"TMEM50B",1.06183716333891e-301,0.347185563272676,0.706,0.494,3.46742925688321e-297,"non-SPN","TMEM50B"
"PIK3CA",3.20435577299812e-301,0.391395050876344,0.943,0.836,1.04638237767253e-296,"non-SPN","PIK3CA"
"SDK1",1.22324983494743e-300,1.11868458227292,0.321,0.128,3.99452233602082e-296,"non-SPN","SDK1"
"MT-CO3",3.84151470926454e-300,0.798832647274968,0.994,0.962,1.25444662831033e-295,"non-SPN","MT-CO3"
"FAM81A",4.28969597185906e-300,0.413814627202157,0.53,0.292,1.40080021961058e-295,"non-SPN","FAM81A"
"FBN2",4.33651303768848e-300,1.08495435689779,0.112,0.017,1.41608833245717e-295,"non-SPN","FBN2"
"PDIA2",1.17885845728128e-299,0.278576116776446,0.354,0.139,3.84956229225204e-295,"non-SPN","PDIA2"
"DNM1L",5.84746890155e-298,0.353951057500343,0.974,0.92,1.90949096980115e-293,"non-SPN","DNM1L"
"CEP112",1.28102525269258e-297,0.515789319319353,0.879,0.689,4.18318796266763e-293,"non-SPN","CEP112"
"ABCA9",3.39856835746851e-297,0.421993406770469,0.473,0.246,1.10980249713134e-292,"non-SPN","ABCA9"
"APP",2.4332020407948e-295,0.369428838942329,0.999,1,7.94562126421541e-291,"non-SPN","APP"
"MTHFD1L",8.23070599149514e-295,0.400154403538611,0.894,0.755,2.68773704152274e-290,"non-SPN","MTHFD1L"
"NAP1L2",9.96586494976412e-295,0.317348026529957,0.436,0.208,3.25435319934547e-290,"non-SPN","NAP1L2"
"SKP1",3.21424474504863e-293,0.342322755740665,0.787,0.623,1.04961162149563e-288,"non-SPN","SKP1"
"TERF2IP",1.86309831153906e-292,0.40455343457437,0.929,0.808,6.0839475363308e-288,"non-SPN","TERF2IP"
"TTC37",3.55736861769797e-292,0.357429375887823,0.985,0.933,1.16165872210927e-287,"non-SPN","TTC37"
"GAN",5.62687554391315e-292,0.356028940901967,0.455,0.224,1.83745620886484e-287,"non-SPN","GAN"
"GLRA3",2.53457055126186e-291,0.610992913580978,0.399,0.189,8.27664013514562e-287,"non-SPN","GLRA3"
"BIRC6",1.02788653440925e-290,0.330682747541664,0.999,0.998,3.35656347811342e-286,"non-SPN","BIRC6"
"AC105411.1",1.65772111598922e-290,0.695273620776067,0.3,0.116,5.4132883042628e-286,"non-SPN","AC105411.1"
"CPEB3",1.12668146882086e-289,0.373227899029416,0.998,0.997,3.67917833643453e-285,"non-SPN","CPEB3"
"EPM2AIP1",3.12596825238388e-289,0.346032099400424,0.691,0.479,1.02078493281596e-284,"non-SPN","EPM2AIP1"
"MRPS6",6.68403061843071e-289,0.394671265973628,0.576,0.349,2.18267019844855e-284,"non-SPN","MRPS6"
"PDXP",1.30303748929229e-288,0.26354614922421,0.378,0.16,4.25506892128396e-284,"non-SPN","PDXP"
"PGM2L1",2.53627065813876e-288,0.435853445270424,0.563,0.341,8.28219183415212e-284,"non-SPN","PGM2L1"
"PLPPR5",1.83202368079799e-287,0.445173708152115,0.916,0.805,5.98247332964583e-283,"non-SPN","PLPPR5"
"LINC02062",3.69043076757691e-287,0.394360686706559,0.768,0.588,1.20511016715224e-282,"non-SPN","LINC02062"
"SMARCA2",6.4884633760973e-287,0.428352558535748,0.993,0.983,2.11880771546457e-282,"non-SPN","SMARCA2"
"OIP5-AS1",3.58890193293454e-286,0.405303631110436,0.867,0.761,1.17195592619977e-281,"non-SPN","OIP5-AS1"
"AL357873.1",2.15155972547092e-284,0.396202470357394,0.427,0.213,7.02591828352529e-280,"non-SPN","AL357873.1"
"HECTD1",3.51140406067933e-284,0.341192342035201,0.96,0.893,1.14664899601483e-279,"non-SPN","HECTD1"
"DPYSL2",8.61670115368877e-284,0.374207003224312,0.99,0.957,2.81378376173707e-279,"non-SPN","DPYSL2"
"KIAA1841",1.05678860776328e-283,0.361471742431197,0.871,0.73,3.45094319865099e-279,"non-SPN","KIAA1841"
"IGF2R",2.05699644929413e-283,0.340221156867272,0.693,0.471,6.71712190516999e-279,"non-SPN","IGF2R"
"BCAT1",5.50434363661499e-283,0.353779300973155,0.828,0.676,1.79744341453662e-278,"non-SPN","BCAT1"
"WASHC4",9.7959720105345e-283,0.353814307157409,0.555,0.333,3.19887466004004e-278,"non-SPN","WASHC4"
"RUSC2",9.84405870393093e-283,0.342172150509544,0.731,0.519,3.21457736976865e-278,"non-SPN","RUSC2"
"DNAJB6",3.15599475770247e-282,0.359368631248666,0.607,0.393,1.03059008812774e-277,"non-SPN","DNAJB6"
"LRRFIP2",3.95461152128686e-282,0.367480562570443,0.986,0.949,1.29137839227622e-277,"non-SPN","LRRFIP2"
"ATP6V0E2",5.04279250532475e-282,0.391194083986473,0.484,0.273,1.6467238926138e-277,"non-SPN","ATP6V0E2"
"PPP3CC",7.02698105365823e-282,0.333221490113422,0.87,0.723,2.29466066307209e-277,"non-SPN","PPP3CC"
"SCOC",1.02495216207395e-281,0.413628777533597,0.571,0.369,3.34698128525249e-277,"non-SPN","SCOC"
"RSPO2",1.86932600295327e-281,0.26467485863832,0.18,0.045,6.10428406264391e-277,"non-SPN","RSPO2"
"NRIP3",5.0245006513459e-281,0.365582727073571,0.425,0.207,1.640750687697e-276,"non-SPN","NRIP3"
"MEG8",9.53546832509857e-281,0.359647631729025,0.999,1,3.11380718156094e-276,"non-SPN","MEG8"
"EIF2AK2",1.11552750433768e-280,0.334288537995523,0.737,0.537,3.64275506541469e-276,"non-SPN","EIF2AK2"
"CELF6",2.19253504575814e-280,0.276258242261503,0.405,0.184,7.15972319192319e-276,"non-SPN","CELF6"
"C9orf72",2.81218098458787e-280,0.32777183111418,0.729,0.525,9.18317700517169e-276,"non-SPN","C9orf72"
"SPECC1L",3.78902465968598e-280,0.347958370414761,0.917,0.803,1.23730600262046e-275,"non-SPN","SPECC1L"
"MCUB",8.04776255193806e-280,0.287330315585937,0.181,0.046,2.62799686133537e-275,"non-SPN","MCUB"
"ZNF385D1",1.02913006628834e-279,1.22626891013983,0.896,0.801,3.36062423146458e-275,"non-SPN","ZNF385D"
"HNRNPH1",2.18137691024835e-279,0.300138876229627,0.858,0.713,7.12328630041599e-275,"non-SPN","HNRNPH1"
"FNIP2",3.28012606508017e-279,0.349890669213054,0.828,0.681,1.07112516655193e-274,"non-SPN","FNIP2"
"RNLS",4.08780769316762e-279,0.477216056998437,0.843,0.664,1.33487360220389e-274,"non-SPN","RNLS"
"KIF5A",5.57290553064991e-279,0.318021382135538,0.719,0.509,1.81983230103373e-274,"non-SPN","KIF5A"
"KPNA3",6.77793983836141e-279,0.31875590987803,0.853,0.716,2.21333625421692e-274,"non-SPN","KPNA3"
"ARHGAP22",9.67193773434139e-279,0.346115059512465,0.447,0.226,3.15837126714918e-274,"non-SPN","ARHGAP22"
"PNMA3",1.02604684555911e-278,0.27520555036077,0.405,0.184,3.35055597417326e-274,"non-SPN","PNMA3"
"CPNE8",1.83247326456897e-278,0.757052252167573,0.553,0.332,5.98394144544997e-274,"non-SPN","CPNE8"
"DIXDC1",4.04273272188115e-278,0.337907833932567,0.718,0.511,1.32015437033029e-273,"non-SPN","DIXDC1"
