"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","pct_subtract","weighted_logFC"
"IL1RAPL2",0,4.78403135255521,0.542,0.008,0,"non-SPN","IL1RAPL2",0.534,2.55467274226448
"NXPH1",0,4.74139931432033,0.908,0.031,0,"non-SPN","NXPH1",0.877,4.15820719865893
"GRIA4",0,4.27943201969096,0.992,0.232,0,"non-SPN","GRIA4",0.76,3.25236833496513
"TCF4",0,3.91037077704156,0.974,0.05,0,"non-SPN","TCF4",0.924,3.6131825979864
"SOX6",0,3.76369645984299,0.901,0.05,0,"non-SPN","SOX6",0.851,3.20290568732638
"DPP10",0,3.51676252201645,0.97,0.945,0,"non-SPN","DPP10",0.025,0.0879190630504114
"NFIB",0,3.24498583892302,0.939,0.015,0,"non-SPN","NFIB",0.924,2.99836691516487
"ZNF536",0,3.06295578314404,0.959,0.015,0,"non-SPN","ZNF536",0.944,2.89143025928797
"PCDH15",0,3.04064191856314,0.723,0.127,0,"non-SPN","PCDH15",0.596,1.81222258346363
"NELL1",0,2.86257241949361,0.517,0.065,0,"non-SPN","NELL1",0.452,1.29388273361111
"TRPM3",0,2.72485640407354,0.87,0.42,0,"non-SPN","TRPM3",0.45,1.22618538183309
"COL19A1",0,2.61888813853275,0.829,0.416,0,"non-SPN","COL19A1",0.413,1.08160080121403
"DSCAM",0,2.55757502051287,0.997,0.939,0,"non-SPN","DSCAM",0.0580000000000001,0.148339351189746
"PDE1C",0,2.53851117353378,0.95,0.836,0,"non-SPN","PDE1C",0.114,0.28939027378285
"HDAC9",0,2.49763172277856,0.977,0.542,0,"non-SPN","HDAC9",0.435,1.08646979940868
"KLF12",0,2.49438998141229,0.962,0.153,0,"non-SPN","KLF12",0.809,2.01796149496254
"SLC44A5",0,2.4916807853091,0.948,0.134,0,"non-SPN","SLC44A5",0.814,2.0282281592416
"GNAS",0,2.48413760948144,0.97,0.067,0,"non-SPN","GNAS",0.903,2.24317626136174
"SOX5",0,2.44746887895796,0.641,0.02,0,"non-SPN","SOX5",0.621,1.51987817383289
"ELAVL2",0,2.42687587494536,0.913,0.014,0,"non-SPN","ELAVL2",0.899,2.18176141157587
"RBMS3",0,2.38301943144009,0.997,0.967,0,"non-SPN","RBMS3",0.03,0.0714905829432028
"LHFPL6",0,2.37627347689461,0.863,0.036,0,"non-SPN","LHFPL6",0.827,1.96517816539184
"FAM155A",0,2.2228868997362,0.999,0.828,0,"non-SPN","FAM155A",0.171,0.38011365985489
"ST18",0,2.21626363195094,0.843,0.056,0,"non-SPN","ST18",0.787,1.74419947834539
"KCNC2",0,2.13398783700923,0.626,0.002,0,"non-SPN","KCNC2",0.624,1.33160841029376
"ZEB2",0,2.06732991062062,0.866,0.025,0,"non-SPN","ZEB2",0.841,1.73862445483194
"GRIK1",0,2.06280468392259,0.595,0.085,0,"non-SPN","GRIK1",0.51,1.05203038880052
"ANO4",0,2.05880335735675,0.848,0.072,0,"non-SPN","ANO4",0.776,1.59763140530884
"PDGFD",0,2.04720763217614,0.456,0.014,0,"non-SPN","PDGFD",0.442,0.904865773421854
"SLC24A3",0,2.03148123190815,0.997,0.897,0,"non-SPN","SLC24A3",0.1,0.203148123190815
"PIP5K1B",0,2.01717427423124,0.9,0.074,0,"non-SPN","PIP5K1B",0.826,1.666185950515
"PCSK5",0,1.98871881801877,0.864,0.338,0,"non-SPN","PCSK5",0.526,1.04606609827787
"KCNMB2",0,1.97208654724274,0.734,0.121,0,"non-SPN","KCNMB2",0.613,1.2088890534598
"FRMD4A",0,1.96398058989317,1,0.998,0,"non-SPN","FRMD4A",0.002,0.00392796117978635
"TMEM108",0,1.95257989008808,0.891,0.009,0,"non-SPN","TMEM108",0.882,1.72217546305768
"CHRM2",0,1.93282591473482,0.784,0.002,0,"non-SPN","CHRM2",0.782,1.51146986532263
"KCNJ3",0,1.92970965402486,0.883,0.065,0,"non-SPN","KCNJ3",0.818,1.57850249699234
"CLSTN2",0,1.91737930913821,0.712,0.152,0,"non-SPN","CLSTN2",0.56,1.0737324131174
"FCHSD2",0,1.90678319920675,0.991,0.272,0,"non-SPN","FCHSD2",0.719,1.37097712022965
"ZBTB16",0,1.90450112971494,0.851,0.004,0,"non-SPN","ZBTB16",0.847,1.61311245686855
"SRRM4",0,1.90411955318135,0.998,0.83,0,"non-SPN","SRRM4",0.168,0.319892084934467
"MYRIP",0,1.88985564971892,0.98,0.785,0,"non-SPN","MYRIP",0.195,0.36852185169519
"PPM1E",0,1.88182152523841,0.973,0.161,0,"non-SPN","PPM1E",0.812,1.52803907849359
"MAST4",0,1.88160458063809,0.949,0.133,0,"non-SPN","MAST4",0.816,1.53538933780068
"PDE1A",0,1.86002851364746,0.424,0.03,0,"non-SPN","PDE1A",0.394,0.732851234377098
"NCALD",0,1.84518433931679,0.762,0.037,0,"non-SPN","NCALD",0.725,1.33775864600467
"ASTN2",0,1.82078174499711,0.998,0.978,0,"non-SPN","ASTN2",0.02,0.0364156348999422
"NOS1AP",0,1.81563543777585,0.931,0.17,0,"non-SPN","NOS1AP",0.761,1.38169856814742
"CDH20",0,1.79541108973455,0.715,0.011,0,"non-SPN","CDH20",0.704,1.26396940717312
"EDIL3",0,1.77838751094662,0.989,0.855,0,"non-SPN","EDIL3",0.134,0.238303926466847
"CNTNAP5",0,1.77594043991836,0.984,0.967,0,"non-SPN","CNTNAP5",0.017,0.0301909874786122
"SEMA5A",0,1.76494278458109,0.66,0.383,0,"non-SPN","SEMA5A",0.277,0.488889151328961
"RANBP17",0,1.76426495963279,0.909,0.006,0,"non-SPN","RANBP17",0.903,1.5931312585484
"DNER",0,1.75346219797754,0.941,0.313,0,"non-SPN","DNER",0.628,1.1011742603299
"VWC2",0,1.75010830365077,0.843,0.213,0,"non-SPN","VWC2",0.63,1.10256823129998
"GABBR2",0,1.72491187879818,0.99,0.611,0,"non-SPN","GABBR2",0.379,0.653741602064509
"NPY",0,1.71012673758901,0.217,0.016,0,"non-SPN","NPY",0.201,0.343735474255392
"TAFA2",0,1.70094611869846,0.634,0.189,0,"non-SPN","TAFA2",0.445,0.756921022820813
"NFIA",0,1.6811283087723,0.899,0.455,0,"non-SPN","NFIA",0.444,0.7464209690949
"KIT",0,1.67224920182237,0.802,0.057,0,"non-SPN","KIT",0.745,1.24582565535767
"PPM1L",0,1.66850601011087,0.995,0.911,0,"non-SPN","PPM1L",0.084,0.140154504849313
"NHS",0,1.6673396363183,0.931,0.173,0,"non-SPN","NHS",0.758,1.26384344432927
"PLCB4",0,1.6670255932518,0.906,0.09,0,"non-SPN","PLCB4",0.816,1.36029288409347
"ZNF608",0,1.66407764229386,0.885,0.054,0,"non-SPN","ZNF608",0.831,1.38284852074619
"MCC",0,1.65261821349249,0.856,0.112,0,"non-SPN","MCC",0.744,1.22954795083841
"CUX2",0,1.65237322687328,0.736,0.023,0,"non-SPN","CUX2",0.713,1.17814211076065
"CABLES1",0,1.64467604736463,0.845,0.38,0,"non-SPN","CABLES1",0.465,0.764774362024551
"PDE3A",0,1.60838397445268,0.675,0.448,0,"non-SPN","PDE3A",0.227,0.365103162200759
"SRGAP3",0,1.58982792686567,0.999,0.9,0,"non-SPN","SRGAP3",0.099,0.157392964759702
"L3MBTL4",0,1.58409376704714,0.955,0.832,0,"non-SPN","L3MBTL4",0.123,0.194843533346799
"PLCXD3",0,1.57967153188776,0.539,0.056,0,"non-SPN","PLCXD3",0.483,0.762981349901789
"GRK3",0,1.53118088263201,0.979,0.638,0,"non-SPN","GRK3",0.341,0.522132680977515
"QKI",0,1.5188175504548,0.998,0.964,0,"non-SPN","QKI",0.034,0.0516397967154632
"PTPRK",0,1.50715171075623,0.552,0.254,0,"non-SPN","PTPRK",0.298,0.449131209805357
"HCN1",0,1.49533137036747,0.955,0.637,0,"non-SPN","HCN1",0.318,0.475515375776856
"STARD13",0,1.48797568032325,0.972,0.795,0,"non-SPN","STARD13",0.177,0.263371695417215
"CAMK2D",0,1.47847562757639,0.898,0.225,0,"non-SPN","CAMK2D",0.673,0.995014097358911
"PLD5",0,1.46786749309831,0.768,0.561,0,"non-SPN","PLD5",0.207,0.303848571071351
"SAMD4A",0,1.46686840249111,0.875,0.173,0,"non-SPN","SAMD4A",0.702,1.02974161854876
"KCNH7",0,1.46390621382587,0.981,0.886,0,"non-SPN","KCNH7",0.095,0.139071090313458
"SLC6A1",0,1.45882772166922,0.97,0.921,0,"non-SPN","SLC6A1",0.0489999999999999,0.0714825583617919
"KLHL32",0,1.44733899112883,0.983,0.733,0,"non-SPN","KLHL32",0.25,0.361834747782207
"CNTNAP4",0,1.44621024297262,0.966,0.635,0,"non-SPN","CNTNAP4",0.331,0.478695590423938
"GAD1",0,1.44302729569786,0.991,0.921,0,"non-SPN","GAD1",0.07,0.10101191069885
"ADRA1A",0,1.43791553675034,0.786,0.001,0,"non-SPN","ADRA1A",0.785,1.12876369634902
"SHISA6",0,1.43677475496795,0.732,0.393,0,"non-SPN","SHISA6",0.339,0.487066641934135
"PARP8",0,1.42912221295391,0.89,0.04,0,"non-SPN","PARP8",0.85,1.21475388101082
"FARP1",0,1.40867134771569,0.934,0.664,0,"non-SPN","FARP1",0.27,0.380341263883237
"CTXND1",0,1.39408658331494,0.705,0.002,0,"non-SPN","CTXND1",0.703,0.980042868070401
"ADCY2",0,1.37627622046839,0.647,0.118,0,"non-SPN","ADCY2",0.529,0.728050120627779
"KLHL5",0,1.37303527210794,0.926,0.426,0,"non-SPN","KLHL5",0.5,0.686517636053969
"ETV1",0,1.36951590573307,0.894,0.686,0,"non-SPN","ETV1",0.208,0.284859308392479
"CPNE4",0,1.36406008091922,0.682,0.25,0,"non-SPN","CPNE4",0.432,0.589273954957103
"SETBP1",0,1.35454484987797,0.999,0.993,0,"non-SPN","SETBP1",0.00600000000000001,0.00812726909926785
"ENAH",0,1.35351736195199,0.962,0.338,0,"non-SPN","ENAH",0.624,0.844594833858044
"ATP1B1",0,1.34532647378737,0.998,0.98,0,"non-SPN","ATP1B1",0.018,0.0242158765281727
"ADCY8",0,1.32955001786704,0.749,0.002,0,"non-SPN","ADCY8",0.747,0.99317386334668
"TIAM1",0,1.30674510885216,0.999,0.991,0,"non-SPN","TIAM1",0.00800000000000001,0.0104539608708173
"RPH3A",0,1.30636062807342,0.969,0.735,0,"non-SPN","RPH3A",0.234,0.30568838696918
"C1orf21",0,1.29405107426907,0.988,0.627,0,"non-SPN","C1orf21",0.361,0.467152437811135
"OSBPL3",0,1.28471381315407,0.562,0.196,0,"non-SPN","OSBPL3",0.366,0.470205255614388
"FOXN3",0,1.27544226208651,0.999,0.847,0,"non-SPN","FOXN3",0.152,0.19386722383715
"AMPH",0,1.2583933409594,0.993,0.782,0,"non-SPN","AMPH",0.211,0.265520994942434
"DCHS2",0,1.24702691455636,0.844,0.269,0,"non-SPN","DCHS2",0.575,0.717040475869908
"THSD7A",0,1.21926085639287,0.993,0.937,0,"non-SPN","THSD7A",0.0559999999999999,0.0682786079580007
"ZDHHC21",0,1.21883680904878,0.998,0.986,0,"non-SPN","ZDHHC21",0.012,0.0146260417085854
"DNAH14",0,1.21648631651883,0.628,0.111,0,"non-SPN","DNAH14",0.517,0.628923425640236
"RAB3IP",0,1.20831235501843,0.899,0.676,0,"non-SPN","RAB3IP",0.223,0.269453655169109
"KCNB2",0,1.20630558505745,0.96,0.923,0,"non-SPN","KCNB2",0.0369999999999999,0.0446333066471254
"PEX5L",0,1.2043346410821,0.722,0.313,0,"non-SPN","PEX5L",0.409,0.492572868202579
"SPATS2L",0,1.18350224299015,0.882,0.511,0,"non-SPN","SPATS2L",0.371,0.439079332149344
"SYNPO2",0,1.18116718604367,0.711,0.068,0,"non-SPN","SYNPO2",0.643,0.759490500626079
"GARNL3",0,1.18062674631727,0.995,0.756,0,"non-SPN","GARNL3",0.239,0.282169792369827
"ANKFN1",0,1.17692117087293,0.626,0.249,0,"non-SPN","ANKFN1",0.377,0.443699281419095
"REV3L",0,1.17650095481072,0.999,0.992,0,"non-SPN","REV3L",0.00700000000000001,0.00823550668367502
"SLCO3A1",0,1.168327916096,0.987,0.886,0,"non-SPN","SLCO3A1",0.101,0.118001119525696
"AIG1",0,1.16660344405107,0.999,0.856,0,"non-SPN","AIG1",0.143,0.166824292499303
"NRG3",0,1.16156031633716,1,0.99,0,"non-SPN","NRG3",0.01,0.0116156031633716
"TACR1",0,1.16096956269111,0.826,0.501,0,"non-SPN","TACR1",0.325,0.377315107874609
"ADARB2",0,1.15315026047159,0.39,0.085,0,"non-SPN","ADARB2",0.305,0.351710829443836
"ITPR2",0,1.15209696542871,0.77,0.03,0,"non-SPN","ITPR2",0.74,0.852551754417244
"MTSS1",0,1.14845381186189,0.999,0.947,0,"non-SPN","MTSS1",0.052,0.0597195982168183
"RAB3C",0,1.14739600260564,0.998,0.988,0,"non-SPN","RAB3C",0.01,0.0114739600260564
"ARHGAP6",0,1.14551444177654,0.586,0.183,0,"non-SPN","ARHGAP6",0.403,0.461642320035945
"NFIX",0,1.13374850339707,0.773,0.002,0,"non-SPN","NFIX",0.771,0.874120096119143
"GAB2",0,1.13034341782401,0.833,0.197,0,"non-SPN","GAB2",0.636,0.718898413736069
"PROX1",0,1.1253358310462,0.76,0.022,0,"non-SPN","PROX1",0.738,0.830497843312098
"CDH13",0,1.12401196543713,0.532,0.108,0,"non-SPN","CDH13",0.424,0.476581073345345
"MAGI1",0,1.11273145978127,1,0.976,0,"non-SPN","MAGI1",0.024,0.0267055550347506
"OPN3",0,1.11016241226321,0.477,0.094,0,"non-SPN","OPN3",0.383,0.42519220389681
"SIPA1L2",0,1.1091631941816,0.821,0.251,0,"non-SPN","SIPA1L2",0.57,0.632223020683512
"ANK1",0,1.10755132162133,0.763,0.043,0,"non-SPN","ANK1",0.72,0.797436951567361
"LGI1",0,1.10313597503671,0.978,0.936,0,"non-SPN","LGI1",0.0419999999999999,0.0463317109515417
"ARL4C",0,1.09977192077314,0.815,0.003,0,"non-SPN","ARL4C",0.812,0.893014799667789
"SLC4A7",0,1.09907346741624,0.967,0.914,0,"non-SPN","SLC4A7",0.0529999999999999,0.0582508937730609
"EGFR",0,1.09552685093564,0.908,0.871,0,"non-SPN","EGFR",0.037,0.0405344934846186
"PELI2",0,1.07941287591605,0.813,0.281,0,"non-SPN","PELI2",0.532,0.574247649987341
"OXR1",0,1.07689070070746,0.986,0.971,0,"non-SPN","OXR1",0.015,0.0161533605106119
"PRKCA",0,1.07044281210026,0.937,0.818,0,"non-SPN","PRKCA",0.119,0.127382694639931
"ANKRD44",0,1.05955026336063,0.955,0.437,0,"non-SPN","ANKRD44",0.518,0.548847036420808
"LIMCH1",0,1.05456230543561,0.998,0.993,0,"non-SPN","LIMCH1",0.005,0.00527281152717803
"NXPH2",0,1.04907014407193,0.452,0.002,0,"non-SPN","NXPH2",0.45,0.472081564832367
"MYRFL",0,1.04480476248827,0.54,0.212,0,"non-SPN","MYRFL",0.328,0.342695962096153
"TNR",0,1.04447891899195,0.923,0.477,0,"non-SPN","TNR",0.446,0.465837597870408
"SEZ6L",0,1.04367439009724,0.702,0.061,0,"non-SPN","SEZ6L",0.641,0.668995284052331
"MSI2",0,1.03828042043112,0.994,0.976,0,"non-SPN","MSI2",0.018,0.0186890475677602
"FMN1",0,1.03465764254674,0.811,0.245,0,"non-SPN","FMN1",0.566,0.585616225681453
"TOX",0,1.03339704588241,0.336,0.065,0,"non-SPN","TOX",0.271,0.280050599434133
"SFTA3",0,1.02528235302878,0.712,0.002,0,"non-SPN","SFTA3",0.71,0.727950470650435
"PTPRZ1",0,1.0229686822246,0.661,0.105,0,"non-SPN","PTPRZ1",0.556,0.568770587316877
"BICD1",0,1.02264475435422,0.999,0.955,0,"non-SPN","BICD1",0.044,0.0449963691915859
"EPHA4",0,1.02191403902028,0.981,0.914,0,"non-SPN","EPHA4",0.0669999999999999,0.0684682406143587
"DOCK10",0,1.01583821018943,0.946,0.744,0,"non-SPN","DOCK10",0.202,0.205199318458264
"ARL15",0,1.01535860656867,0.984,0.971,0,"non-SPN","ARL15",0.013,0.0131996618853927
"SLC35F1",0,1.01393809610411,0.995,0.735,0,"non-SPN","SLC35F1",0.26,0.263623904987068
"LRFN5",0,1.01366711828655,0.996,0.986,0,"non-SPN","LRFN5",0.01,0.0101366711828655
"CRB1",0,1.00893037320574,0.827,0.468,0,"non-SPN","CRB1",0.359,0.362206003980861
"LHX6",0,1.00819245676924,0.772,0.003,0,"non-SPN","LHX6",0.769,0.775299999255544
"CHD7",0,1.00517280958246,0.789,0.274,0,"non-SPN","CHD7",0.515,0.517663996934969
"SLIT1",0,0.998339950660138,0.727,0.325,0,"non-SPN","SLIT1",0.402,0.401332660165376
"KIF21A",0,0.988445411690341,1,0.989,0,"non-SPN","KIF21A",0.011,0.0108728995285938
"NTN4",0,0.985070471437416,0.59,0.005,0,"non-SPN","NTN4",0.585,0.576266225790888
"EPB41L3",0,0.984029284552215,0.996,0.975,0,"non-SPN","EPB41L3",0.021,0.0206646149755965
"LPP",0,0.978002610982776,0.952,0.67,0,"non-SPN","LPP",0.282,0.275796736297143
"PDZRN4",0,0.974034802506435,0.419,0.041,0,"non-SPN","PDZRN4",0.378,0.368185155347433
"AFF2",0,0.97267339854734,0.434,0.049,0,"non-SPN","AFF2",0.385,0.374479258440726
"SCN7A",0,0.969777870394998,0.59,0.062,0,"non-SPN","SCN7A",0.528,0.512042715568559
"BACH1",0,0.968643168713322,0.772,0.201,0,"non-SPN","BACH1",0.571,0.553095249335307
"GALNT14",0,0.966063338898938,0.639,0.272,0,"non-SPN","GALNT14",0.367,0.35454524537591
"DAAM1",0,0.963801103837591,0.993,0.915,0,"non-SPN","DAAM1",0.078,0.075176486099332
"ERC2",0,0.962647350649018,0.999,0.957,0,"non-SPN","ERC2",0.042,0.0404311887272588
"WDFY2",0,0.961673652316506,0.906,0.423,0,"non-SPN","WDFY2",0.483,0.464488374068873
"SLC22A3",0,0.960883271761575,0.464,0.001,0,"non-SPN","SLC22A3",0.463,0.444888954825609
"ABLIM1",0,0.955854097211947,0.992,0.964,0,"non-SPN","ABLIM1",0.028,0.0267639147219345
"ADAMTS6",0,0.952846995807866,0.573,0.164,0,"non-SPN","ADAMTS6",0.409,0.389714421285417
"MAF",0,0.951955634591491,0.522,0.007,0,"non-SPN","MAF",0.515,0.490257151814618
"PTCHD4",0,0.951480652575999,0.936,0.761,0,"non-SPN","PTCHD4",0.175,0.1665091142008
"TRPC5",0,0.947548073253833,0.584,0.014,0,"non-SPN","TRPC5",0.57,0.540102401754685
"FAT4",0,0.944169565138873,0.69,0.015,0,"non-SPN","FAT4",0.675,0.637314456468739
"TRPC3",0,0.940521289477266,0.398,0.019,0,"non-SPN","TRPC3",0.379,0.356457568711884
"HDAC4",0,0.938609338095488,0.969,0.84,0,"non-SPN","HDAC4",0.129,0.121080604614318
"SIAH3",0,0.936949537681712,0.684,0.33,0,"non-SPN","SIAH3",0.354,0.331680136339326
"ARHGAP24",0,0.936389093968028,0.565,0.038,0,"non-SPN","ARHGAP24",0.527,0.493477052521151
"ABCA1",0,0.932043539837512,0.769,0.177,0,"non-SPN","ABCA1",0.592,0.551769775583807
"P3H2",0,0.925049179418494,0.817,0.31,0,"non-SPN","P3H2",0.507,0.468999933965177
"EML5",0,0.917766005906024,0.998,0.995,0,"non-SPN","EML5",0.003,0.00275329801771808
"GTDC1",0,0.913543482520043,0.985,0.864,0,"non-SPN","GTDC1",0.121,0.110538761384925
"PHYHIPL",0,0.908513995253757,0.855,0.301,0,"non-SPN","PHYHIPL",0.554,0.503316753370582
"FIGN",0,0.904020023229507,0.497,0.161,0,"non-SPN","FIGN",0.336,0.303750727805114
"FGFR2",0,0.903449301323378,0.518,0.014,0,"non-SPN","FGFR2",0.504,0.455338447866983
"IGF1",0,0.901220014345482,0.561,0.004,0,"non-SPN","IGF1",0.557,0.501979547990433
"ATP1A3",0,0.898895084490265,0.957,0.689,0,"non-SPN","ATP1A3",0.268,0.240903882643391
"TMEM65",0,0.898823470402477,0.846,0.344,0,"non-SPN","TMEM65",0.502,0.451209382142043
"ARFGEF3",0,0.890133609357498,0.999,0.994,0,"non-SPN","ARFGEF3",0.005,0.00445066804678749
"LTBP1",0,0.888734172024062,0.553,0.028,0,"non-SPN","LTBP1",0.525,0.466585440312633
"ADAMTS18",0,0.888057374442118,0.438,0.032,0,"non-SPN","ADAMTS18",0.406,0.3605512940235
"EML6",0,0.886799795657455,0.999,0.994,0,"non-SPN","EML6",0.005,0.00443399897828728
"PKNOX2",0,0.882789088535604,0.908,0.574,0,"non-SPN","PKNOX2",0.334,0.294851555570892
"PRKAR2A",0,0.882465831311545,0.829,0.081,0,"non-SPN","PRKAR2A",0.748,0.660084441821036
"ANKS6",0,0.881109269620554,0.829,0.321,0,"non-SPN","ANKS6",0.508,0.447603508967242
"AEBP2",0,0.878933867247445,0.999,0.996,0,"non-SPN","AEBP2",0.003,0.00263680160174234
"LCORL",0,0.877700512531674,0.941,0.618,0,"non-SPN","LCORL",0.323,0.283497265547731
"SIDT1",0,0.876304018186207,0.747,0.043,0,"non-SPN","SIDT1",0.704,0.61691802880309
"ASXL3",0,0.875596777422453,0.753,0.2,0,"non-SPN","ASXL3",0.553,0.484205017914616
"PDZRN3",0,0.871458266011943,0.431,0.017,0,"non-SPN","PDZRN3",0.414,0.360783722128945
"GLRA3",0,0.868422256196486,0.495,0.194,0,"non-SPN","GLRA3",0.301,0.261395099115142
"DPF3",0,0.867875089201802,0.566,0.003,0,"non-SPN","DPF3",0.563,0.488613675220614
"RIMBP2",0,0.866503091259297,0.995,0.885,0,"non-SPN","RIMBP2",0.11,0.0953153400385227
"FXYD6",0,0.865731636777041,0.682,0.195,0,"non-SPN","FXYD6",0.487,0.421611307110419
"TRPC1",0,0.861796945714612,0.999,0.969,0,"non-SPN","TRPC1",0.03,0.0258539083714384
"ARHGAP28",0,0.861784086159879,0.668,0.198,0,"non-SPN","ARHGAP28",0.47,0.405038520495143
"VPS13C",0,0.856472485846241,1,0.997,0,"non-SPN","VPS13C",0.003,0.00256941745753873
"DISC1",0,0.854637999551036,0.567,0.013,0,"non-SPN","DISC1",0.554,0.473469451751274
"LMBRD1",0,0.853471077648959,0.996,0.967,0,"non-SPN","LMBRD1",0.029,0.0247506612518198
"PRELID2",0,0.849769913937127,0.577,0.081,0,"non-SPN","PRELID2",0.496,0.421485877312815
"ARHGAP12",0,0.849756430278568,0.916,0.433,0,"non-SPN","ARHGAP12",0.483,0.410432355824548
"CRTAC1",0,0.847375514721715,0.713,0.206,0,"non-SPN","CRTAC1",0.507,0.429619385963909
"WWOX",0,0.846910057717838,0.995,0.978,0,"non-SPN","WWOX",0.017,0.0143974709812033
"SFMBT2",0,0.846344732502715,0.802,0.657,0,"non-SPN","SFMBT2",0.145,0.122719986212894
"FAM110B",0,0.845505582234184,0.955,0.858,0,"non-SPN","FAM110B",0.097,0.0820140414767158
"ANGPT2",0,0.844447237326194,0.717,0.345,0,"non-SPN","ANGPT2",0.372,0.314134372285344
"TENT5A",0,0.842096430793769,0.537,0.006,0,"non-SPN","TENT5A",0.531,0.447153204751491
"GALNT8",0,0.837749859978057,0.713,0.039,0,"non-SPN","GALNT8",0.674,0.56464340562521
"BTBD11",0,0.837391121481994,0.682,0.147,0,"non-SPN","BTBD11",0.535,0.448004249992867
"CCDC88A",0,0.836475811842399,1,0.998,0,"non-SPN","CCDC88A",0.002,0.0016729516236848
"SEL1L3",0,0.8359632843821,0.595,0.08,0,"non-SPN","SEL1L3",0.515,0.430521091456782
"MPDZ",0,0.834040595291135,0.998,0.889,0,"non-SPN","MPDZ",0.109,0.0909104248867337
"LRP8",0,0.833540419980073,0.746,0.287,0,"non-SPN","LRP8",0.459,0.382595052770853
"SST",0,0.832104985892114,0.228,0.014,0,"non-SPN","SST",0.214,0.178070466980912
"GRIP2",0,0.83151385691107,0.673,0.16,0,"non-SPN","GRIP2",0.513,0.426566608595379
"NCKAP5",0,0.830357753027483,0.878,0.683,0,"non-SPN","NCKAP5",0.195,0.161919761840359
"XKR4",0,0.830131774410267,0.997,0.972,0,"non-SPN","XKR4",0.025,0.0207532943602567
"MB21D2",0,0.826626020531959,0.845,0.478,0,"non-SPN","MB21D2",0.367,0.303371749535229
"PKP2",0,0.822123621514533,0.577,0.283,0,"non-SPN","PKP2",0.294,0.241704344725273
"EPB41L5",0,0.817571777168549,0.98,0.739,0,"non-SPN","EPB41L5",0.241,0.19703479829762
"CHD5",0,0.817151906665585,0.859,0.297,0,"non-SPN","CHD5",0.562,0.459239371546059
"TLL2",0,0.815274523501801,0.432,0.078,0,"non-SPN","TLL2",0.354,0.288607181319638
"RALGPS1",0,0.810266539876959,0.999,0.97,0,"non-SPN","RALGPS1",0.029,0.0234977296564318
"PRKG2",0,0.806917218277139,0.544,0.049,0,"non-SPN","PRKG2",0.495,0.399424023047184
"CMIP",0,0.798104354516351,0.996,0.861,0,"non-SPN","CMIP",0.135,0.107744087859707
"TOX3",0,0.797700519060219,0.325,0.002,0,"non-SPN","TOX3",0.323,0.257657267656451
"SOBP",0,0.796753599518654,1,0.987,0,"non-SPN","SOBP",0.013,0.0103577967937425
"MGAT5",0,0.79543209455486,0.986,0.976,0,"non-SPN","MGAT5",0.01,0.00795432094554861
"CDC14B",0,0.791554200170576,0.967,0.823,0,"non-SPN","CDC14B",0.144,0.113983804824563
"UGGT2",0,0.790939263036963,0.995,0.904,0,"non-SPN","UGGT2",0.091,0.0719754729363636
"STK33",0,0.789732163035888,0.641,0.177,0,"non-SPN","STK33",0.464,0.366435723648652
"MAP4K4",0,0.789594602010269,0.967,0.663,0,"non-SPN","MAP4K4",0.304,0.240036759011122
"SCAPER",0,0.787665808534532,0.999,0.992,0,"non-SPN","SCAPER",0.00700000000000001,0.00551366065974173
"SPIRE1",0,0.785201254024112,0.997,0.916,0,"non-SPN","SPIRE1",0.081,0.063601301575953
"HFM1",0,0.783596384081933,0.691,0.024,0,"non-SPN","HFM1",0.667,0.522658788182649
"VAMP2",0,0.783458981355533,0.987,0.899,0,"non-SPN","VAMP2",0.088,0.0689443903592869
"ADCY1",0,0.782167579255577,0.96,0.847,0,"non-SPN","ADCY1",0.113,0.0883849364558802
"SRCIN1",0,0.780330956248944,0.918,0.463,0,"non-SPN","SRCIN1",0.455,0.355050585093269
"NPTXR",0,0.778701821123669,0.769,0.197,0,"non-SPN","NPTXR",0.572,0.445417441682739
"HSP90AB1",0,0.777385690797772,0.979,0.848,0,"non-SPN","HSP90AB1",0.131,0.101837525494508
"IGSF21",0,0.768090486454618,0.465,0.025,0,"non-SPN","IGSF21",0.44,0.337959814040032
"TRMT11",0,0.76303858220596,0.999,0.996,0,"non-SPN","TRMT11",0.003,0.00228911574661788
"PTPRS",0,0.76073976184307,0.99,0.878,0,"non-SPN","PTPRS",0.112,0.0852028533264238
"PDS5B",0,0.757104476713959,0.999,0.989,0,"non-SPN","PDS5B",0.01,0.00757104476713959
"MBP",0,0.753758354225408,0.695,0.067,0,"non-SPN","MBP",0.628,0.473360246453556
"ADAMTS20",0,0.751877900199911,0.541,0.01,0,"non-SPN","ADAMTS20",0.531,0.399247165006153
"VSNL1",0,0.749930733581964,0.648,0.163,0,"non-SPN","VSNL1",0.485,0.363716405787252
"PXDNL",0,0.749468459015043,0.753,0.492,0,"non-SPN","PXDNL",0.261,0.195611267802926
"PPP1R1C",0,0.745160859177286,0.333,0.013,0,"non-SPN","PPP1R1C",0.32,0.238451474936732
"GHR",0,0.741854366300853,0.738,0.453,0,"non-SPN","GHR",0.285,0.211428494395743
"SH3RF3",0,0.741334897042881,0.965,0.855,0,"non-SPN","SH3RF3",0.11,0.0815468386747169
