"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","pct_subtract","weighted_logFC"
"ETV6",1.35034944747965e-89,0.343033389795324,0.848,0.79,4.38471969091117e-85,"non-SPN","ETV6",0.0579999999999999,0.0198959366081288
"CPNE8",2.36673893944504e-88,0.469267808424675,0.75,0.617,7.685038010272e-84,"non-SPN","CPNE8",0.133,0.0624126185204817
"NR6A1",3.20914770845645e-84,0.287741740862113,0.968,0.956,1.04204235241289e-79,"non-SPN","NR6A1",0.012,0.00345290089034536
"DSEL",2.22727463309862e-76,0.299769705122211,0.527,0.453,7.23218346113453e-72,"non-SPN","DSEL",0.074,0.0221829581790437
"RIPOR2",5.15596357460331e-73,0.255069600344976,0.995,0.992,1.67419293230944e-68,"non-SPN","RIPOR2",0.003,0.000765208801034928
"TAFA1",4.62992921729101e-72,0.417898433490916,0.221,0.112,1.50338431614656e-67,"non-SPN","TAFA1",0.109,0.0455509292505098
"MAGI3",4.63711121108607e-72,0.409465268141341,0.788,0.786,1.50571638135176e-67,"non-SPN","MAGI3",0.002,0.000818930536282683
"SCN9A",2.38816964258165e-70,0.541986501481493,0.75,0.697,7.75462564642687e-66,"non-SPN","SCN9A",0.053,0.0287252845785192
"HSP90AA1",1.60340088134651e-69,0.279794159883507,0.993,0.988,5.20640300182024e-65,"non-SPN","HSP90AA1",0.005,0.00139897079941753
"LIN7A",1.70967072183756e-65,0.258865280185772,0.865,0.839,5.55147180087876e-61,"non-SPN","LIN7A",0.026,0.00673049728483007
"CASK",2.44162994584138e-61,0.351025335623981,0.996,0.992,7.92821659714156e-57,"non-SPN","CASK",0.004,0.00140410134249593
"ANKRD30B",1.04578450278748e-57,0.45282854605434,0.562,0.487,3.39576685900123e-53,"non-SPN","ANKRD30B",0.0750000000000001,0.0339621409540755
"MT-CYB",3.6670812006014e-55,0.298731970329052,0.953,0.907,1.19073793664728e-50,"non-SPN","MT-CYB",0.0459999999999999,0.0137416706351364
"ZNF208",5.84620642544837e-51,0.26941478816309,0.259,0.157,1.89832168840734e-46,"non-SPN","ZNF208",0.102,0.0274803083926352
"GRK5",6.2552930439163e-48,0.32144085678332,0.624,0.558,2.03115620429006e-43,"non-SPN","GRK5",0.0659999999999999,0.0212150965476991
"NKAIN3",2.57463985983775e-45,0.483383549088596,0.82,0.699,8.36011308887916e-41,"non-SPN","NKAIN3",0.121,0.0584894094397201
"TRPC4",6.73979445295731e-41,0.290189583415716,0.433,0.349,2.18847865681977e-36,"non-SPN","TRPC4",0.084,0.0243759250069201
"PHACTR2",3.20120409065241e-34,0.275281313921805,0.623,0.556,1.03946298027574e-29,"non-SPN","PHACTR2",0.0669999999999999,0.0184438480327609
"MT-ATP6",4.27214484956959e-34,0.265960834715296,0.959,0.924,1.38720815410374e-29,"non-SPN","MT-ATP6",0.0349999999999999,0.00930862921503535
"COL5A2",2.13413117737948e-33,0.38061809340649,0.229,0.158,6.92973734606891e-29,"non-SPN","COL5A2",0.071,0.0270238846318608
"KIF26B",4.25173777192386e-29,0.368970128071368,0.656,0.618,1.3805817719214e-24,"non-SPN","KIF26B",0.038,0.014020864866712
"PLCH1",1.67949438913776e-26,0.643970120602381,0.394,0.339,5.45348623096922e-22,"non-SPN","PLCH1",0.055,0.0354183566331309
"MYO16",6.81287887545469e-25,0.516111237277591,0.228,0.172,2.21220989964889e-20,"non-SPN","MYO16",0.056,0.0289022292875451
"FREM1",8.79184697320909e-24,0.259887950345204,0.39,0.324,2.85480063067072e-19,"non-SPN","FREM1",0.066,0.0171526047227834
"CDK14",1.5565519110798e-21,0.28247160723302,0.998,0.995,5.05427971046723e-17,"non-SPN","CDK14",0.003,0.00084741482169906
"NOS1",3.01877839116949e-20,1.25646019805455,0.566,0.525,9.80227531396646e-16,"non-SPN","NOS1",0.0409999999999999,0.0515148681202363
"COL6A6",7.22255936997666e-11,0.297248368271006,0.133,0.097,2.34523725302512e-06,"non-SPN","COL6A6",0.036,0.0107009412577562
